,place,ym,gt_visit
4089,NATIONAL_PORTRAIT_GALLERY,2009_11,180051.0
4090,NATIONAL_PORTRAIT_GALLERY,2009_12,158484.0
4091,NATIONAL_PORTRAIT_GALLERY,2010_01,173142.0
4092,NATIONAL_PORTRAIT_GALLERY,2010_02,166534.0
4093,NATIONAL_PORTRAIT_GALLERY,2010_03,169131.0
4095,RA_TOTAL,2009_04,40110.0
4096,RA_TOTAL,2009_05,23891.0
4097,RA_TOTAL,2009_06,33272.0
4098,RA_TOTAL,2009_07,27578.0
4099,RA_TOTAL,2009_08,50172.0
4100,RA_TOTAL,2009_09,38008.0
4101,RA_TOTAL,2009_10,20269.0
4102,RA_TOTAL,2009_11,29323.0
4103,RA_TOTAL,2009_12,13226.0
4104,RA_TOTAL,2010_01,12789.0
4105,RA_TOTAL,2010_02,29918.0
4106,RA_TOTAL,2010_03,25278.0
4108,(RA)_LEEDS,2009_04,29990.0
4109,(RA)_LEEDS,2009_05,17698.0
4110,(RA)_LEEDS,2009_06,25551.0
4111,(RA)_LEEDS,2009_07,22124.0
4112,(RA)_LEEDS,2009_08,35114.0
4113,(RA)_LEEDS,2009_09,29058.0
4114,(RA)_LEEDS,2009_10,16716.0
4115,(RA)_LEEDS,2009_11,24081.0
4116,(RA)_LEEDS,2009_12,11263.0
4117,(RA)_LEEDS,2010_01,10950.0
4118,(RA)_LEEDS,2010_02,25525.0
4119,(RA)_LEEDS,2010_03,21521.0
4121,(RA)_FORT_NELSON,2009_04,10120.0
4122,(RA)_FORT_NELSON,2009_05,6193.0
4123,(RA)_FORT_NELSON,2009_06,7721.0
4124,(RA)_FORT_NELSON,2009_07,5454.0
4125,(RA)_FORT_NELSON,2009_08,15058.0
4126,(RA)_FORT_NELSON,2009_09,8950.0
4127,(RA)_FORT_NELSON,2009_10,3553.0
4128,(RA)_FORT_NELSON,2009_11,5242.0
4129,(RA)_FORT_NELSON,2009_12,1963.0
4130,(RA)_FORT_NELSON,2010_01,1839.0
4131,(RA)_FORT_NELSON,2010_02,4393.0
4132,(RA)_FORT_NELSON,2010_03,3757.0
4147,SIR_JOHN_SOANES,2009_04,9379.0
4148,SIR_JOHN_SOANES,2009_05,8957.0
4149,SIR_JOHN_SOANES,2009_06,8247.0
4150,SIR_JOHN_SOANES,2009_07,10008.0
4151,SIR_JOHN_SOANES,2009_08,9949.0
4152,SIR_JOHN_SOANES,2009_09,8282.0
4153,SIR_JOHN_SOANES,2009_10,10194.0
4154,SIR_JOHN_SOANES,2009_11,7651.0
4155,SIR_JOHN_SOANES,2009_12,6412.0
4156,SIR_JOHN_SOANES,2010_01,7841.0
4157,SIR_JOHN_SOANES,2010_02,9262.0
4158,SIR_JOHN_SOANES,2010_03,11316.0
4160,TATE_TOTAL,2009_04,586601.0
4161,TATE_TOTAL,2009_05,571294.0
4162,TATE_TOTAL,2009_06,526131.0
4163,TATE_TOTAL,2009_07,670127.0
4164,TATE_TOTAL,2009_08,689399.0
4165,TATE_TOTAL,2009_09,537438.0
4166,TATE_TOTAL,2009_10,745706.0
4167,TATE_TOTAL,2009_11,553270.0
4168,TATE_TOTAL,2009_12,487285.0
4169,TATE_TOTAL,2010_01,540356.0
4170,TATE_TOTAL,2010_02,578576.0
4171,TATE_TOTAL,2010_03,568749.0
4173,TATE_BRITAIN,2009_04,125360.0
4174,TATE_BRITAIN,2009_05,104559.0
4175,TATE_BRITAIN,2009_06,103951.0
4176,TATE_BRITAIN,2009_07,119559.0
4177,TATE_BRITAIN,2009_08,103531.0
4178,TATE_BRITAIN,2009_09,101568.0
4179,TATE_BRITAIN,2009_10,178530.0
4180,TATE_BRITAIN,2009_11,154266.0
4181,TATE_BRITAIN,2009_12,128819.0
4182,TATE_BRITAIN,2010_01,159282.0
4183,TATE_BRITAIN,2010_02,147951.0
4184,TATE_BRITAIN,2010_03,149463.0
4186,TATE_MODERN,2009_04,397980.0
4187,TATE_MODERN,2009_05,409107.0
4188,TATE_MODERN,2009_06,357078.0
4189,TATE_MODERN,2009_07,458725.0
4190,TATE_MODERN,2009_08,470642.0
4191,TATE_MODERN,2009_09,371176.0
4192,TATE_MODERN,2009_10,500192.0
4193,TATE_MODERN,2009_11,357714.0
4194,TATE_MODERN,2009_12,323936.0
4195,TATE_MODERN,2010_01,347412.0
4196,TATE_MODERN,2010_02,380514.0
4197,TATE_MODERN,2010_03,363712.0
4199,TATE_LIVERPOOL,2009_04,40769.0
4200,TATE_LIVERPOOL,2009_05,38185.0
4201,TATE_LIVERPOOL,2009_06,44297.0
4202,TATE_LIVERPOOL,2009_07,59694.0
4203,TATE_LIVERPOOL,2009_08,78012.0
4204,TATE_LIVERPOOL,2009_09,41665.0
4205,TATE_LIVERPOOL,2009_10,48828.0
4206,TATE_LIVERPOOL,2009_11,33595.0
4207,TATE_LIVERPOOL,2009_12,28082.0
4208,TATE_LIVERPOOL,2010_01,28934.0
4209,TATE_LIVERPOOL,2010_02,41634.0
4210,TATE_LIVERPOOL,2010_03,36992.0
4212,TATE_ST_IVES,2009_04,22492.0
4213,TATE_ST_IVES,2009_05,19443.0
4214,TATE_ST_IVES,2009_06,20805.0
4215,TATE_ST_IVES,2009_07,32149.0
4216,TATE_ST_IVES,2009_08,37214.0
4217,TATE_ST_IVES,2009_09,23029.0
4218,TATE_ST_IVES,2009_10,18156.0
4219,TATE_ST_IVES,2009_11,7695.0
4220,TATE_ST_IVES,2009_12,6448.0
4221,TATE_ST_IVES,2010_01,4728.0
4222,TATE_ST_IVES,2010_02,8477.0
4223,TATE_ST_IVES,2010_03,18582.0
4225,TYNE_&_WEAR_TOTAL,2009_04,143701.0
4226,TYNE_&_WEAR_TOTAL,2009_05,202285.0
4227,TYNE_&_WEAR_TOTAL,2009_06,227002.0
4228,TYNE_&_WEAR_TOTAL,2009_07,287313.0
4229,TYNE_&_WEAR_TOTAL,2009_08,343148.0
4230,TYNE_&_WEAR_TOTAL,2009_09,180069.0
4231,TYNE_&_WEAR_TOTAL,2009_10,206609.0
4232,TYNE_&_WEAR_TOTAL,2009_11,133532.0
4233,TYNE_&_WEAR_TOTAL,2009_12,96931.0
4234,TYNE_&_WEAR_TOTAL,2010_01,101810.0
4235,TYNE_&_WEAR_TOTAL,2010_02,189512.0
4236,TYNE_&_WEAR_TOTAL,2010_03,174825.0
4238,(T&W)_ARBEIA,2009_04,5215.0
4239,(T&W)_ARBEIA,2009_05,5291.0
4240,(T&W)_ARBEIA,2009_06,5227.0
4241,(T&W)_ARBEIA,2009_07,5114.0
4242,(T&W)_ARBEIA,2009_08,8145.0
4243,(T&W)_ARBEIA,2009_09,3387.0
4244,(T&W)_ARBEIA,2009_10,4717.0
4245,(T&W)_ARBEIA,2009_11,2630.0
4246,(T&W)_ARBEIA,2009_12,1155.0
4247,(T&W)_ARBEIA,2010_01,1454.0
4248,(T&W)_ARBEIA,2010_02,2519.0
4249,(T&W)_ARBEIA,2010_03,3381.0
4251,(T&W)_DISCOVERY,2009_04,42789.0
4252,(T&W)_DISCOVERY,2009_05,37626.0
4253,(T&W)_DISCOVERY,2009_06,31034.0
4254,(T&W)_DISCOVERY,2009_07,46679.0
4255,(T&W)_DISCOVERY,2009_08,56783.0
4256,(T&W)_DISCOVERY,2009_09,31888.0
4257,(T&W)_DISCOVERY,2009_10,40902.0
4258,(T&W)_DISCOVERY,2009_11,26712.0
4259,(T&W)_DISCOVERY,2009_12,20461.0
4260,(T&W)_DISCOVERY,2010_01,25110.0
4261,(T&W)_DISCOVERY,2010_02,44844.0
4262,(T&W)_DISCOVERY,2010_03,41741.0
4278,(T&W)_GREAT_NORTH,2009_05,63568.0
4279,(T&W)_GREAT_NORTH,2009_06,112719.0
4280,(T&W)_GREAT_NORTH,2009_07,120960.0
4281,(T&W)_GREAT_NORTH,2009_08,144506.0
4282,(T&W)_GREAT_NORTH,2009_09,59101.0
4283,(T&W)_GREAT_NORTH,2009_10,70386.0
4284,(T&W)_GREAT_NORTH,2009_11,41605.0
4285,(T&W)_GREAT_NORTH,2009_12,25925.0
4286,(T&W)_GREAT_NORTH,2010_01,29891.0
4287,(T&W)_GREAT_NORTH,2010_02,59619.0
4288,(T&W)_GREAT_NORTH,2010_03,42972.0
4290,(T&W)_LAING,2009_04,20133.0
4291,(T&W)_LAING,2009_05,21015.0
4292,(T&W)_LAING,2009_06,18895.0
4293,(T&W)_LAING,2009_07,23260.0
4294,(T&W)_LAING,2009_08,23745.0
4295,(T&W)_LAING,2009_09,21021.0
4296,(T&W)_LAING,2009_10,27539.0
4297,(T&W)_LAING,2009_11,20665.0
4298,(T&W)_LAING,2009_12,16621.0
4299,(T&W)_LAING,2010_01,15120.0
4300,(T&W)_LAING,2010_02,30884.0
4301,(T&W)_LAING,2010_03,30452.0
4303,(T&W)_MONKWEARMOUTH,2009_04,2979.0
4304,(T&W)_MONKWEARMOUTH,2009_05,2349.0
4305,(T&W)_MONKWEARMOUTH,2009_06,2321.0
4306,(T&W)_MONKWEARMOUTH,2009_07,3180.0
4307,(T&W)_MONKWEARMOUTH,2009_08,3179.0
4308,(T&W)_MONKWEARMOUTH,2009_09,2099.0
4309,(T&W)_MONKWEARMOUTH,2009_10,2854.0
4310,(T&W)_MONKWEARMOUTH,2009_11,2608.0
4311,(T&W)_MONKWEARMOUTH,2009_12,1266.0
4312,(T&W)_MONKWEARMOUTH,2010_01,941.0
4313,(T&W)_MONKWEARMOUTH,2010_02,2036.0
4314,(T&W)_MONKWEARMOUTH,2010_03,2654.0
4320,(T&W)_WASHINGTON,2009_08,209.0
4321,(T&W)_WASHINGTON,2009_09,869.0
4322,(T&W)_WASHINGTON,2009_10,87.0
4329,(T&W)_SEGEDUNUM,2009_04,2870.0
4330,(T&W)_SEGEDUNUM,2009_05,4281.0
4331,(T&W)_SEGEDUNUM,2009_06,3909.0
4332,(T&W)_SEGEDUNUM,2009_07,3467.0
4333,(T&W)_SEGEDUNUM,2009_08,4441.0
4334,(T&W)_SEGEDUNUM,2009_09,3525.0
4335,(T&W)_SEGEDUNUM,2009_10,3666.0
4336,(T&W)_SEGEDUNUM,2009_11,4581.0
4337,(T&W)_SEGEDUNUM,2009_12,909.0
4338,(T&W)_SEGEDUNUM,2010_01,899.0
4339,(T&W)_SEGEDUNUM,2010_02,2044.0
4340,(T&W)_SEGEDUNUM,2010_03,8331.0
4342,(T&W)_SHIPLEY,2009_04,2903.0
4343,(T&W)_SHIPLEY,2009_05,3365.0
4344,(T&W)_SHIPLEY,2009_06,2782.0
4345,(T&W)_SHIPLEY,2009_07,3720.0
4346,(T&W)_SHIPLEY,2009_08,2905.0
4347,(T&W)_SHIPLEY,2009_09,2986.0
4348,(T&W)_SHIPLEY,2009_10,5948.0
4349,(T&W)_SHIPLEY,2009_11,5356.0
4350,(T&W)_SHIPLEY,2009_12,2847.0
4351,(T&W)_SHIPLEY,2010_01,4128.0
4352,(T&W)_SHIPLEY,2010_02,3332.0
4353,(T&W)_SHIPLEY,2010_03,3028.0
4355,(T&W)_SOUTH_SHIELDS,2009_04,18044.0
4356,(T&W)_SOUTH_SHIELDS,2009_05,15685.0
4357,(T&W)_SOUTH_SHIELDS,2009_06,10584.0
4358,(T&W)_SOUTH_SHIELDS,2009_07,21927.0
4359,(T&W)_SOUTH_SHIELDS,2009_08,24274.0
4360,(T&W)_SOUTH_SHIELDS,2009_09,12027.0
4361,(T&W)_SOUTH_SHIELDS,2009_10,11955.0
4362,(T&W)_SOUTH_SHIELDS,2009_11,7959.0
4363,(T&W)_SOUTH_SHIELDS,2009_12,6669.0
4364,(T&W)_SOUTH_SHIELDS,2010_01,5504.0
4365,(T&W)_SOUTH_SHIELDS,2010_02,11320.0
4366,(T&W)_SOUTH_SHIELDS,2010_03,11967.0
4368,(T&W)_HATTON_GALLERY,2009_04,2467.0
4369,(T&W)_HATTON_GALLERY,2009_05,4107.0
4370,(T&W)_HATTON_GALLERY,2009_06,1888.0
4371,(T&W)_HATTON_GALLERY,2009_07,1814.0
4372,(T&W)_HATTON_GALLERY,2009_08,1597.0
4373,(T&W)_HATTON_GALLERY,2009_09,1697.0
4374,(T&W)_HATTON_GALLERY,2009_10,1772.0
4375,(T&W)_HATTON_GALLERY,2009_11,854.0
4376,(T&W)_HATTON_GALLERY,2009_12,816.0
4377,(T&W)_HATTON_GALLERY,2010_01,1062.0
4378,(T&W)_HATTON_GALLERY,2010_02,1412.0
4379,(T&W)_HATTON_GALLERY,2010_03,2646.0
4381,(T&W)_STEPHENSON,2009_04,2346.0
4382,(T&W)_STEPHENSON,2009_05,1801.0
4383,(T&W)_STEPHENSON,2009_06,1191.0
4384,(T&W)_STEPHENSON,2009_07,3936.0
4385,(T&W)_STEPHENSON,2009_08,4742.0
4386,(T&W)_STEPHENSON,2009_09,1610.0
4387,(T&W)_STEPHENSON,2009_10,1350.0
4388,(T&W)_STEPHENSON,2009_11,1208.0
4389,(T&W)_STEPHENSON,2009_12,2378.0
4390,(T&W)_STEPHENSON,2010_01,135.0
4391,(T&W)_STEPHENSON,2010_02,1796.0
4392,(T&W)_STEPHENSON,2010_03,399.0
4394,(T&W)_SUNDERLAND,2009_04,32946.0
4395,(T&W)_SUNDERLAND,2009_05,30627.0
4396,(T&W)_SUNDERLAND,2009_06,28416.0
4397,(T&W)_SUNDERLAND,2009_07,41212.0
4398,(T&W)_SUNDERLAND,2009_08,47086.0
4399,(T&W)_SUNDERLAND,2009_09,29696.0
4400,(T&W)_SUNDERLAND,2009_10,25300.0
4401,(T&W)_SUNDERLAND,2009_11,18765.0
4402,(T&W)_SUNDERLAND,2009_12,17530.0
4403,(T&W)_SUNDERLAND,2010_01,17350.0
4404,(T&W)_SUNDERLAND,2010_02,27982.0
4405,(T&W)_SUNDERLAND,2010_03,26084.0
4407,(T&W)_MUSEUM_STORE,2009_04,11009.0
4408,(T&W)_MUSEUM_STORE,2009_05,12570.0
4409,(T&W)_MUSEUM_STORE,2009_06,8036.0
4410,(T&W)_MUSEUM_STORE,2009_07,12044.0
4411,(T&W)_MUSEUM_STORE,2009_08,21536.0
4412,(T&W)_MUSEUM_STORE,2009_09,10163.0
4413,(T&W)_MUSEUM_STORE,2009_10,10133.0
4414,(T&W)_MUSEUM_STORE,2009_11,589.0
4415,(T&W)_MUSEUM_STORE,2009_12,354.0
4416,(T&W)_MUSEUM_STORE,2010_01,216.0
4417,(T&W)_MUSEUM_STORE,2010_02,1724.0
4418,(T&W)_MUSEUM_STORE,2010_03,1170.0
4420,V&A_TOTAL,2009_04,222458.0
4421,V&A_TOTAL,2009_05,187654.0
4422,V&A_TOTAL,2009_06,220373.0
4423,V&A_TOTAL,2009_07,204535.0
4424,V&A_TOTAL,2009_08,275252.0
4425,V&A_TOTAL,2009_09,182947.0
4426,V&A_TOTAL,2009_10,206220.0
4427,V&A_TOTAL,2009_11,287915.0
4428,V&A_TOTAL,2009_12,189059.0
4429,V&A_TOTAL,2010_01,302291.0
4430,V&A_TOTAL,2010_02,261189.0
4431,V&A_TOTAL,2010_03,206157.0
4433,(V&A)_SOUTH_KENSINGTON,2009_04,188295.0
4434,(V&A)_SOUTH_KENSINGTON,2009_05,160387.0
4435,(V&A)_SOUTH_KENSINGTON,2009_06,187220.0
4436,(V&A)_SOUTH_KENSINGTON,2009_07,177804.0
4437,(V&A)_SOUTH_KENSINGTON,2009_08,228876.0
4438,(V&A)_SOUTH_KENSINGTON,2009_09,161419.0
4439,(V&A)_SOUTH_KENSINGTON,2009_10,178062.0
4440,(V&A)_SOUTH_KENSINGTON,2009_11,242469.0
4441,(V&A)_SOUTH_KENSINGTON,2009_12,168317.0
4442,(V&A)_SOUTH_KENSINGTON,2010_01,267356.0
4443,(V&A)_SOUTH_KENSINGTON,2010_02,216374.0
4444,(V&A)_SOUTH_KENSINGTON,2010_03,174808.0
4446,(V&A)_CHILDHOOD,2009_04,33998.0
4447,(V&A)_CHILDHOOD,2009_05,27022.0
4448,(V&A)_CHILDHOOD,2009_06,32847.0
4449,(V&A)_CHILDHOOD,2009_07,26530.0
4450,(V&A)_CHILDHOOD,2009_08,46153.0
4451,(V&A)_CHILDHOOD,2009_09,21378.0
4452,(V&A)_CHILDHOOD,2009_10,27962.0
4453,(V&A)_CHILDHOOD,2009_11,45064.0
4454,(V&A)_CHILDHOOD,2009_12,20380.0
4455,(V&A)_CHILDHOOD,2010_01,34733.0
4456,(V&A)_CHILDHOOD,2010_02,44597.0
4457,(V&A)_CHILDHOOD,2010_03,31096.0
4472,(V&A)_BLYTHE_HOUSE,2009_04,165.0
4473,(V&A)_BLYTHE_HOUSE,2009_05,245.0
4474,(V&A)_BLYTHE_HOUSE,2009_06,306.0
4475,(V&A)_BLYTHE_HOUSE,2009_07,201.0
4476,(V&A)_BLYTHE_HOUSE,2009_08,223.0
4477,(V&A)_BLYTHE_HOUSE,2009_09,150.0
4478,(V&A)_BLYTHE_HOUSE,2009_10,196.0
4479,(V&A)_BLYTHE_HOUSE,2009_11,382.0
4480,(V&A)_BLYTHE_HOUSE,2009_12,362.0
4481,(V&A)_BLYTHE_HOUSE,2010_01,202.0
4482,(V&A)_BLYTHE_HOUSE,2010_02,218.0
4483,(V&A)_BLYTHE_HOUSE,2010_03,253.0
4485,WALLACE_COLLECTION,2009_04,30570.0
4486,WALLACE_COLLECTION,2009_05,30197.0
4487,WALLACE_COLLECTION,2009_06,25249.0
4488,WALLACE_COLLECTION,2009_07,26727.0
4489,WALLACE_COLLECTION,2009_08,22961.0
4490,WALLACE_COLLECTION,2009_09,24700.0
4491,WALLACE_COLLECTION,2009_10,44299.0
4492,WALLACE_COLLECTION,2009_11,41208.0
4493,WALLACE_COLLECTION,2009_12,30743.0
4494,WALLACE_COLLECTION,2010_01,35214.0
4495,WALLACE_COLLECTION,2010_02,31239.0
4496,WALLACE_COLLECTION,2010_03,32072.0
4524,TOTAL,2010_04,3767428.0
4525,TOTAL,2010_05,3654154.0
4526,TOTAL,2010_06,3364215.0
4527,TOTAL,2010_07,4416491.0
4528,TOTAL,2010_08,5130433.0
4529,TOTAL,2010_09,3156509.0
4530,TOTAL,2010_10,4100724.0
4531,TOTAL,2010_11,3071627.0
4532,TOTAL,2010_12,2463997.0
4533,TOTAL,2011_01,3024445.0
4534,TOTAL,2011_02,3534827.0
4535,TOTAL,2011_03,3440533.0
4537,BRITISH_MUSEUM,2010_04,513323.0
4538,BRITISH_MUSEUM,2010_05,539734.0
4539,BRITISH_MUSEUM,2010_06,461935.0
4540,BRITISH_MUSEUM,2010_07,601719.0
4541,BRITISH_MUSEUM,2010_08,596630.0
4542,BRITISH_MUSEUM,2010_09,432671.0
4543,BRITISH_MUSEUM,2010_10,490251.0
4544,BRITISH_MUSEUM,2010_11,430562.0
4545,BRITISH_MUSEUM,2010_12,395106.0
4546,BRITISH_MUSEUM,2011_01,414782.0
4547,BRITISH_MUSEUM,2011_02,460670.0
4548,BRITISH_MUSEUM,2011_03,532013.0
4550,GEFFRYE_MUSEUM,2010_04,8223.0
4551,GEFFRYE_MUSEUM,2010_05,8296.0
4552,GEFFRYE_MUSEUM,2010_06,7859.0
4553,GEFFRYE_MUSEUM,2010_07,7760.0
4554,GEFFRYE_MUSEUM,2010_08,7232.0
4555,GEFFRYE_MUSEUM,2010_09,7819.0
4556,GEFFRYE_MUSEUM,2010_10,9127.0
4557,GEFFRYE_MUSEUM,2010_11,8494.0
4558,GEFFRYE_MUSEUM,2010_12,12392.0
4559,GEFFRYE_MUSEUM,2011_01,8500.0
4560,GEFFRYE_MUSEUM,2011_02,8613.0
4561,GEFFRYE_MUSEUM,2011_03,8599.0
4563,HORNIMAN_MUSEUM,2010_04,65009.0
4564,HORNIMAN_MUSEUM,2010_05,53919.0
4565,HORNIMAN_MUSEUM,2010_06,50764.0
4566,HORNIMAN_MUSEUM,2010_07,61425.0
4567,HORNIMAN_MUSEUM,2010_08,87153.0
4568,HORNIMAN_MUSEUM,2010_09,34867.0
4569,HORNIMAN_MUSEUM,2010_10,48478.0
4570,HORNIMAN_MUSEUM,2010_11,32741.0
4571,HORNIMAN_MUSEUM,2010_12,25563.0
4572,HORNIMAN_MUSEUM,2011_01,38890.0
4573,HORNIMAN_MUSEUM,2011_02,47501.0
4574,HORNIMAN_MUSEUM,2011_03,38664.0
4576,IWM_TOTAL,2010_04,200142.0
4577,IWM_TOTAL,2010_05,193635.0
4578,IWM_TOTAL,2010_06,190834.0
4579,IWM_TOTAL,2010_07,265349.0
4580,IWM_TOTAL,2010_08,285501.0
4581,IWM_TOTAL,2010_09,218416.0
4582,IWM_TOTAL,2010_10,235733.0
4583,IWM_TOTAL,2010_11,152272.0
4584,IWM_TOTAL,2010_12,106340.0
4585,IWM_TOTAL,2011_01,129727.0
4586,IWM_TOTAL,2011_02,173281.0
4587,IWM_TOTAL,2011_03,166409.0
4589,IWM_LONDON,2010_04,91434.0
4590,IWM_LONDON,2010_05,80038.0
4591,IWM_LONDON,2010_06,87133.0
4592,IWM_LONDON,2010_07,115403.0
4593,IWM_LONDON,2010_08,130041.0
4594,IWM_LONDON,2010_09,86581.0
4595,IWM_LONDON,2010_10,108637.0
4596,IWM_LONDON,2010_11,81407.0
4597,IWM_LONDON,2010_12,61361.0
4598,IWM_LONDON,2011_01,78911.0
4599,IWM_LONDON,2011_02,89926.0
4600,IWM_LONDON,2011_03,84570.0
4602,HMS_BELFAST_(IWM),2010_04,27688.0
4603,HMS_BELFAST_(IWM),2010_05,23431.0
4604,HMS_BELFAST_(IWM),2010_06,21776.0
4605,HMS_BELFAST_(IWM),2010_07,27114.0
4606,HMS_BELFAST_(IWM),2010_08,35321.0
4607,HMS_BELFAST_(IWM),2010_09,13907.0
4608,HMS_BELFAST_(IWM),2010_10,25655.0
4609,HMS_BELFAST_(IWM),2010_11,12094.0
4610,HMS_BELFAST_(IWM),2010_12,9902.0
4611,HMS_BELFAST_(IWM),2011_01,9565.0
4612,HMS_BELFAST_(IWM),2011_02,17295.0
4613,HMS_BELFAST_(IWM),2011_03,17704.0
4615,CHURCHILL_WAR_ROOMS_(IWM),2010_04,25559.0
4616,CHURCHILL_WAR_ROOMS_(IWM),2010_05,30060.0
4617,CHURCHILL_WAR_ROOMS_(IWM),2010_06,31918.0
4618,CHURCHILL_WAR_ROOMS_(IWM),2010_07,38008.0
4619,CHURCHILL_WAR_ROOMS_(IWM),2010_08,39326.0
4620,CHURCHILL_WAR_ROOMS_(IWM),2010_09,28666.0
4621,CHURCHILL_WAR_ROOMS_(IWM),2010_10,32823.0
4622,CHURCHILL_WAR_ROOMS_(IWM),2010_11,22480.0
4623,CHURCHILL_WAR_ROOMS_(IWM),2010_12,18973.0
4624,CHURCHILL_WAR_ROOMS_(IWM),2011_01,16795.0
4625,CHURCHILL_WAR_ROOMS_(IWM),2011_02,22359.0
4626,CHURCHILL_WAR_ROOMS_(IWM),2011_03,29171.0
4628,IWM_DUXFORD,2010_04,29915.0
4629,IWM_DUXFORD,2010_05,39159.0
4630,IWM_DUXFORD,2010_06,31631.0
4631,IWM_DUXFORD,2010_07,62114.0
4632,IWM_DUXFORD,2010_08,50159.0
4633,IWM_DUXFORD,2010_09,72730.0
4634,IWM_DUXFORD,2010_10,42164.0
4635,IWM_DUXFORD,2010_11,21072.0
4636,IWM_DUXFORD,2010_12,6439.0
4637,IWM_DUXFORD,2011_01,9594.0
4638,IWM_DUXFORD,2011_02,20362.0
4639,IWM_DUXFORD,2011_03,17682.0
4641,IWM_NORTH,2010_04,25546.0
4642,IWM_NORTH,2010_05,20947.0
4643,IWM_NORTH,2010_06,18376.0
4644,IWM_NORTH,2010_07,22710.0
4645,IWM_NORTH,2010_08,30654.0
4646,IWM_NORTH,2010_09,16532.0
4647,IWM_NORTH,2010_10,26454.0
4648,IWM_NORTH,2010_11,15219.0
4649,IWM_NORTH,2010_12,9665.0
4650,IWM_NORTH,2011_01,14862.0
4651,IWM_NORTH,2011_02,23339.0
4652,IWM_NORTH,2011_03,17282.0
4654,NATIONAL_GALLERY,2010_04,402000.0
4655,NATIONAL_GALLERY,2010_05,379000.0
4656,NATIONAL_GALLERY,2010_06,368000.0
4657,NATIONAL_GALLERY,2010_07,519000.0
4658,NATIONAL_GALLERY,2010_08,568000.0
4659,NATIONAL_GALLERY,2010_09,345000.0
4660,NATIONAL_GALLERY,2010_10,448000.0
4661,NATIONAL_GALLERY,2010_11,402000.0
4662,NATIONAL_GALLERY,2010_12,372000.0
4663,NATIONAL_GALLERY,2011_01,422000.0
4664,NATIONAL_GALLERY,2011_02,407000.0
4665,NATIONAL_GALLERY,2011_03,453000.0
4667,NHM_TOTAL,2010_04,473832.0
4668,NHM_TOTAL,2010_05,363554.0
4669,NHM_TOTAL,2010_06,346115.0
4670,NHM_TOTAL,2010_07,461953.0
4671,NHM_TOTAL,2010_08,592534.0
4672,NHM_TOTAL,2010_09,318902.0
4673,NHM_TOTAL,2010_10,448191.0
4674,NHM_TOTAL,2010_11,321562.0
4675,NHM_TOTAL,2010_12,299451.0
4676,NHM_TOTAL,2011_01,360178.0
4677,NHM_TOTAL,2011_02,432564.0
4678,NHM_TOTAL,2011_03,390811.0
4680,(NHM)_SOUTH_KENSINGTON,2010_04,461112.0
4681,(NHM)_SOUTH_KENSINGTON,2010_05,356350.0
4682,(NHM)_SOUTH_KENSINGTON,2010_06,340149.0
4683,(NHM)_SOUTH_KENSINGTON,2010_07,453492.0
4684,(NHM)_SOUTH_KENSINGTON,2010_08,573466.0
4685,(NHM)_SOUTH_KENSINGTON,2010_09,312784.0
4686,(NHM)_SOUTH_KENSINGTON,2010_10,436478.0
4687,(NHM)_SOUTH_KENSINGTON,2010_11,315135.0
4688,(NHM)_SOUTH_KENSINGTON,2010_12,293763.0
4689,(NHM)_SOUTH_KENSINGTON,2011_01,348078.0
4690,(NHM)_SOUTH_KENSINGTON,2011_02,408868.0
4691,(NHM)_SOUTH_KENSINGTON,2011_03,383108.0
4693,(NHM)_TRING,2010_04,12720.0
4694,(NHM)_TRING,2010_05,7204.0
4695,(NHM)_TRING,2010_06,5966.0
4696,(NHM)_TRING,2010_07,8461.0
4697,(NHM)_TRING,2010_08,19068.0
4698,(NHM)_TRING,2010_09,6118.0
4699,(NHM)_TRING,2010_10,11713.0
4700,(NHM)_TRING,2010_11,6427.0
4701,(NHM)_TRING,2010_12,5688.0
4702,(NHM)_TRING,2011_01,12100.0
4703,(NHM)_TRING,2011_02,23696.0
4704,(NHM)_TRING,2011_03,7703.0
4706,ROYAL_MUSEUMS_GREENWICH,2010_04,224917.0
4707,ROYAL_MUSEUMS_GREENWICH,2010_05,247369.0
4708,ROYAL_MUSEUMS_GREENWICH,2010_06,234666.0
4709,ROYAL_MUSEUMS_GREENWICH,2010_07,340032.0
4710,ROYAL_MUSEUMS_GREENWICH,2010_08,367379.0
4711,ROYAL_MUSEUMS_GREENWICH,2010_09,191569.0
4712,ROYAL_MUSEUMS_GREENWICH,2010_10,215455.0
4713,ROYAL_MUSEUMS_GREENWICH,2010_11,109557.0
4714,ROYAL_MUSEUMS_GREENWICH,2010_12,77267.0
4715,ROYAL_MUSEUMS_GREENWICH,2011_01,119804.0
4716,ROYAL_MUSEUMS_GREENWICH,2011_02,147412.0
4717,ROYAL_MUSEUMS_GREENWICH,2011_03,157736.0
4719,NATIONAL_MUSEUMS_LIVERPOOL,2010_04,205680.0
4720,NATIONAL_MUSEUMS_LIVERPOOL,2010_05,197656.0
4721,NATIONAL_MUSEUMS_LIVERPOOL,2010_06,204408.0
4722,NATIONAL_MUSEUMS_LIVERPOOL,2010_07,282084.0
4723,NATIONAL_MUSEUMS_LIVERPOOL,2010_08,349799.0
4724,NATIONAL_MUSEUMS_LIVERPOOL,2010_09,185963.0
4725,NATIONAL_MUSEUMS_LIVERPOOL,2010_10,285621.0
