,place,Year,month,gt_visit,ym
1955,Carlsbad_Caverns_NP,2014,06,49729,2014_06
1956,Carlsbad_Caverns_NP,2013,06,52188,2013_06
1957,Casa_Grande_Ruins_NM,2016,06,2385,2016_06
1958,Casa_Grande_Ruins_NM,2015,06,2414,2015_06
1959,Casa_Grande_Ruins_NM,2014,06,1904,2014_06
1960,Casa_Grande_Ruins_NM,2013,06,2170,2013_06
1961,Castillo_de_San_Marcos_NM,2016,06,70589,2016_06
1962,Castillo_de_San_Marcos_NM,2015,06,64819,2015_06
1963,Castillo_de_San_Marcos_NM,2014,06,62704,2014_06
1964,Castillo_de_San_Marcos_NM,2013,06,61237,2013_06
1965,Castle_Clinton_NM,2016,06,523744,2016_06
1966,Castle_Clinton_NM,2015,06,508696,2015_06
1967,Castle_Clinton_NM,2014,06,532269,2014_06
1968,Castle_Clinton_NM,2013,06,0,2013_06
1969,Catoctin_Mountain_Park,2016,06,23958,2016_06
1970,Catoctin_Mountain_Park,2015,06,28949,2015_06
1971,Catoctin_Mountain_Park,2014,06,28704,2014_06
1972,Catoctin_Mountain_Park,2013,06,24891,2013_06
1973,Cedar_Breaks_NM,2016,06,130375,2016_06
1974,Cedar_Breaks_NM,2015,06,128013,2015_06
1975,Cedar_Breaks_NM,2014,06,141800,2014_06
1976,Cedar_Breaks_NM,2013,06,67643,2013_06
1977,Cesar_E._Chavez_NM,2016,06,2902,2016_06
1978,Cesar_E._Chavez_NM,2015,06,950,2015_06
1979,Cesar_E._Chavez_NM,2014,06,504,2014_06
1980,Cesar_E._Chavez_NM,2013,06,845,2013_06
1981,Chaco_Culture_NHP,2016,06,6083,2016_06
1982,Chaco_Culture_NHP,2015,06,3777,2015_06
1983,Chaco_Culture_NHP,2014,06,4304,2014_06
1984,Chaco_Culture_NHP,2013,06,4490,2013_06
1985,Chamizal_NMEM,2016,06,10858,2016_06
1986,Chamizal_NMEM,2015,06,18089,2015_06
1987,Chamizal_NMEM,2014,06,15627,2014_06
1988,Chamizal_NMEM,2013,06,15537,2013_06
1989,Channel_Islands_NP,2016,06,39342,2016_06
1990,Channel_Islands_NP,2015,06,33193,2015_06
1991,Channel_Islands_NP,2014,06,43584,2014_06
1992,Channel_Islands_NP,2013,06,24797,2013_06
1993,Charles_Pinckney_NHS,2016,06,4752,2016_06
1994,Charles_Pinckney_NHS,2015,06,3893,2015_06
1995,Charles_Pinckney_NHS,2014,06,5964,2014_06
1996,Charles_Pinckney_NHS,2013,06,4236,2013_06
1997,Chattahoochee_River_NRA,2016,06,293275,2016_06
1998,Chattahoochee_River_NRA,2015,06,435665,2015_06
1999,Chattahoochee_River_NRA,2014,06,401393,2014_06
2000,Chattahoochee_River_NRA,2013,06,409806,2013_06
2001,Chesapeake_&_Ohio_Canal_NHP,2016,06,503215,2016_06
2002,Chesapeake_&_Ohio_Canal_NHP,2015,06,422593,2015_06
2003,Chesapeake_&_Ohio_Canal_NHP,2014,06,639084,2014_06
2004,Chesapeake_&_Ohio_Canal_NHP,2013,06,643225,2013_06
2005,Chickamauga_&_Chattanooga_NMP,2016,06,98754,2016_06
2006,Chickamauga_&_Chattanooga_NMP,2015,06,89953,2015_06
2007,Chickamauga_&_Chattanooga_NMP,2014,06,96607,2014_06
2008,Chickamauga_&_Chattanooga_NMP,2013,06,90125,2013_06
2009,Chickasaw_NRA,2016,06,265226,2016_06
2010,Chickasaw_NRA,2015,06,230712,2015_06
2011,Chickasaw_NRA,2014,06,152242,2014_06
2012,Chickasaw_NRA,2013,06,141855,2013_06
2013,Chiricahua_NM,2016,06,2374,2016_06
2014,Chiricahua_NM,2015,06,2877,2015_06
2015,Chiricahua_NM,2014,06,2126,2014_06
2016,Chiricahua_NM,2013,06,2050,2013_06
2017,Christiansted_NHS,2016,06,8620,2016_06
2018,Christiansted_NHS,2015,06,8588,2015_06
2019,Christiansted_NHS,2014,06,8753,2014_06
2020,Christiansted_NHS,2013,06,9085,2013_06
2021,City_of_Rocks_NRES,2016,06,13801,2016_06
2022,City_of_Rocks_NRES,2015,06,16068,2015_06
2023,City_of_Rocks_NRES,2014,06,15413,2014_06
2024,City_of_Rocks_NRES,2013,06,17888,2013_06
2025,Clara_Barton_NHS,2016,06,0,2016_06
2026,Clara_Barton_NHS,2015,06,325,2015_06
2027,Clara_Barton_NHS,2014,06,2508,2014_06
2028,Clara_Barton_NHS,2013,06,2746,2013_06
2029,Colonial_NHP,2016,06,367848,2016_06
2030,Colonial_NHP,2015,06,367671,2015_06
2031,Colonial_NHP,2014,06,367272,2014_06
2032,Colonial_NHP,2013,06,338334,2013_06
2033,Colorado_NM,2016,06,41311,2016_06
2034,Colorado_NM,2015,06,68521,2015_06
2035,Colorado_NM,2014,06,42000,2014_06
2036,Colorado_NM,2013,06,46014,2013_06
2037,Congaree_NP,2016,06,13592,2016_06
2038,Congaree_NP,2015,06,7964,2015_06
2039,Congaree_NP,2014,06,9408,2014_06
2040,Congaree_NP,2013,06,11977,2013_06
2041,Congaree_NP,2012,06,6388,2012_06
2042,Coronado_NMEM,2016,06,15217,2016_06
2043,Coronado_NMEM,2015,06,13441,2015_06
2044,Coronado_NMEM,2014,06,7396,2014_06
2045,Coronado_NMEM,2013,06,4544,2013_06
2046,Cowpens_NB,2016,06,17923,2016_06
2047,Cowpens_NB,2015,06,20211,2015_06
2048,Cowpens_NB,2014,06,12342,2014_06
2049,Cowpens_NB,2013,06,21349,2013_06
2050,Crater_Lake_NP,2016,06,122905,2016_06
2051,Crater_Lake_NP,2015,06,84679,2015_06
2052,Crater_Lake_NP,2014,06,76338,2014_06
2053,Crater_Lake_NP,2013,06,70665,2013_06
2054,Craters_of_the_Moon_NM,2016,06,43637,2016_06
2055,Craters_of_the_Moon_NM,2015,06,39487,2015_06
2056,Craters_of_the_Moon_NM,2014,06,36121,2014_06
2057,Craters_of_the_Moon_NM,2013,06,36290,2013_06
2058,Cumberland_Gap_NHP,2016,06,81425,2016_06
2059,Cumberland_Gap_NHP,2015,06,93968,2015_06
2060,Cumberland_Gap_NHP,2014,06,114342,2014_06
2061,Cumberland_Gap_NHP,2013,06,91098,2013_06
2062,Curecanti_NRA,2016,06,164015,2016_06
2063,Curecanti_NRA,2015,06,159826,2015_06
2064,Curecanti_NRA,2014,06,101816,2014_06
2065,Curecanti_NRA,2013,06,124055,2013_06
2066,Cuyahoga_Valley_NP,2016,06,306943,2016_06
2067,Cuyahoga_Valley_NP,2015,06,250161,2015_06
2068,Cuyahoga_Valley_NP,2014,06,246874,2014_06
2069,Cuyahoga_Valley_NP,2013,06,260571,2013_06
2070,Dayton_Aviation_Heritage_NHP,2016,06,5063,2016_06
2071,Dayton_Aviation_Heritage_NHP,2015,06,8970,2015_06
2072,Dayton_Aviation_Heritage_NHP,2014,06,7414,2014_06
2073,Dayton_Aviation_Heritage_NHP,2013,06,7928,2013_06
2074,De_Soto_NMEM,2016,06,14175,2016_06
2075,De_Soto_NMEM,2015,06,12086,2015_06
2076,De_Soto_NMEM,2014,06,31594,2014_06
2077,De_Soto_NMEM,2013,06,18343,2013_06
2078,Death_Valley_NP,2016,06,53042,2016_06
2079,Death_Valley_NP,2015,06,95496,2015_06
2080,Death_Valley_NP,2014,06,81146,2014_06
2081,Death_Valley_NP,2013,06,74910,2013_06
2082,Delaware_Water_Gap_NRA,2016,06,307983,2016_06
2083,Delaware_Water_Gap_NRA,2015,06,355045,2015_06
2084,Delaware_Water_Gap_NRA,2014,06,399525,2014_06
2085,Delaware_Water_Gap_NRA,2013,06,617033,2013_06
2086,Denali_NP_&_PRES,2016,06,138992,2016_06
2087,Denali_NP_&_PRES,2015,06,136454,2015_06
2088,Denali_NP_&_PRES,2014,06,127291,2014_06
2089,Denali_NP_&_PRES,2013,06,127243,2013_06
2090,Devils_Postpile_NM,2016,06,15106,2016_06
2091,Devils_Postpile_NM,2015,06,25834,2015_06
2092,Devils_Postpile_NM,2014,06,15776,2014_06
2093,Devils_Postpile_NM,2013,06,12492,2013_06
2094,San_Juan_NHS,2016,07,150113,2016_07
2095,San_Juan_NHS,2015,07,166917,2015_07
2096,San_Juan_NHS,2014,07,154819,2014_07
2097,San_Juan_NHS,2013,07,148049,2013_07
2098,Abraham_Lincoln_Birthplace_NHP_(ABLI),2016,07,52771,2016_07
2099,Abraham_Lincoln_Birthplace_NHP_(ABLI),2015,07,23214,2015_07
2100,Abraham_Lincoln_Birthplace_NHP_(ABLI),2014,07,45598,2014_07
2101,Abraham_Lincoln_Birthplace_NHP_(ABLI),2013,07,28815,2013_07
2102,Acadia_NP_(ACAD),2016,07,696854,2016_07
2103,Acadia_NP_(ACAD),2015,07,606597,2015_07
2104,Acadia_NP_(ACAD),2014,07,561073,2014_07
2105,Acadia_NP_(ACAD),2013,07,555308,2013_07
2106,Adams_NHP,2016,07,29380,2016_07
2107,Adams_NHP,2015,07,39219,2015_07
2108,Adams_NHP,2014,07,38684,2014_07
2109,Adams_NHP,2013,07,67917,2013_07
2110,African_Burial_Ground_NM_(AFBG),2016,07,6516,2016_07
2111,African_Burial_Ground_NM_(AFBG),2015,07,9079,2015_07
2112,African_Burial_Ground_NM_(AFBG),2014,07,8187,2014_07
2113,African_Burial_Ground_NM_(AFBG),2013,07,11970,2013_07
2114,Agate_Fossil_Beds_NM,2016,07,3581,2016_07
2115,Agate_Fossil_Beds_NM,2015,07,2914,2015_07
2116,Agate_Fossil_Beds_NM,2014,07,2922,2014_07
2117,Agate_Fossil_Beds_NM,2013,07,2358,2013_07
2118,Alibates_Flint_Quarries_NM_(ALFL),2016,07,806,2016_07
2119,Alibates_Flint_Quarries_NM_(ALFL),2015,07,891,2015_07
2120,Alibates_Flint_Quarries_NM_(ALFL),2014,07,131,2014_07
2121,Alibates_Flint_Quarries_NM_(ALFL),2013,07,151,2013_07
2122,Allegheny_Portage_Railroad_NHS_(ALPO),2016,07,20469,2016_07
2123,Allegheny_Portage_Railroad_NHS_(ALPO),2015,07,19693,2015_07
2124,Allegheny_Portage_Railroad_NHS_(ALPO),2014,07,24512,2014_07
2125,Allegheny_Portage_Railroad_NHS_(ALPO),2013,07,12978,2013_07
2126,Amistad_NRA_(AMIS),2016,07,95607,2016_07
2127,Amistad_NRA_(AMIS),2015,07,154850,2015_07
2128,Amistad_NRA_(AMIS),2014,07,127008,2014_07
2129,Amistad_NRA_(AMIS),2013,07,89250,2013_07
2130,Andersonville_NHS_(ANDE),2016,07,10901,2016_07
2131,Andersonville_NHS_(ANDE),2015,07,11460,2015_07
2132,Andersonville_NHS_(ANDE),2014,07,9790,2014_07
2133,Andersonville_NHS_(ANDE),2013,07,5068,2013_07
2134,Andrew_Johnson_NHS,2016,07,5612,2016_07
2135,Andrew_Johnson_NHS,2015,07,3624,2015_07
2136,Andrew_Johnson_NHS,2014,07,4296,2014_07
2137,Andrew_Johnson_NHS,2013,07,4129,2013_07
2139,Aniakchak_NM_&_PRES_(ANIA),2015,07,44,2015_07
2140,Aniakchak_NM_&_PRES_(ANIA),2014,07,50,2014_07
2141,Aniakchak_NM_&_PRES_(ANIA),2013,07,50,2013_07
2142,Antietam_NB_(ANTI),2016,07,71040,2016_07
2143,Antietam_NB_(ANTI),2015,07,58273,2015_07
2144,Antietam_NB_(ANTI),2014,07,63976,2014_07
2145,Antietam_NB_(ANTI),2013,07,79760,2013_07
2146,Apostle_Islands_NL_(APIS),2016,07,41773,2016_07
2147,Apostle_Islands_NL_(APIS),2015,07,53910,2015_07
2148,Apostle_Islands_NL_(APIS),2014,07,31499,2014_07
2149,Apostle_Islands_NL_(APIS),2013,07,36425,2013_07
2150,Appomattox_Court_House_NHP_(APCO),2016,07,45410,2016_07
2151,Appomattox_Court_House_NHP_(APCO),2015,07,47805,2015_07
2152,Appomattox_Court_House_NHP_(APCO),2014,07,43560,2014_07
2153,Appomattox_Court_House_NHP_(APCO),2013,07,49764,2013_07
2154,Arches_NP_(ARCH),2016,07,210359,2016_07
2155,Arches_NP_(ARCH),2015,07,195748,2015_07
2156,Arches_NP_(ARCH),2014,07,169844,2014_07
2157,Arches_NP_(ARCH),2013,07,156182,2013_07
2158,Arkansas_Post_NMEM_(ARPO),2016,07,4290,2016_07
2159,Arkansas_Post_NMEM_(ARPO),2015,07,4913,2015_07
2160,Arkansas_Post_NMEM_(ARPO),2014,07,2467,2014_07
2161,Arkansas_Post_NMEM_(ARPO),2013,07,3319,2013_07
2162,Arlington_House_The_R.E._Lee_MEM_(ARHO),2016,07,103645,2016_07
2163,Arlington_House_The_R.E._Lee_MEM_(ARHO),2015,07,71646,2015_07
2164,Arlington_House_The_R.E._Lee_MEM_(ARHO),2014,07,75394,2014_07
2165,Arlington_House_The_R.E._Lee_MEM_(ARHO),2013,07,58986,2013_07
2166,Assateague_Island_NS_(ASIS),2016,07,511659,2016_07
2167,Assateague_Island_NS_(ASIS),2015,07,497043,2015_07
2168,Assateague_Island_NS_(ASIS),2014,07,469003,2014_07
2169,Assateague_Island_NS_(ASIS),2013,07,471742,2013_07
2170,Aztec_Ruins_NM_(AZRU),2016,07,8127,2016_07
2171,Aztec_Ruins_NM_(AZRU),2015,07,7658,2015_07
2172,Aztec_Ruins_NM_(AZRU),2014,07,6240,2014_07
2173,Aztec_Ruins_NM_(AZRU),2013,07,6699,2013_07
2174,Badlands_NP_(BADL),2016,07,249194,2016_07
2175,Badlands_NP_(BADL),2015,07,245400,2015_07
2176,Badlands_NP_(BADL),2014,07,210370,2014_07
2177,Badlands_NP_(BADL),2013,07,225096,2013_07
2178,Bandelier_NM_(BAND),2016,07,22731,2016_07
2179,Bandelier_NM_(BAND),2015,07,21144,2015_07
2180,Bandelier_NM_(BAND),2014,07,15748,2014_07
2181,Bandelier_NM_(BAND),2013,07,17490,2013_07
2182,Bent's_Old_Fort_NHS_(BEOL),2016,07,4544,2016_07
2183,Bent's_Old_Fort_NHS_(BEOL),2015,07,3899,2015_07
2184,Bent's_Old_Fort_NHS_(BEOL),2014,07,3603,2014_07
2185,Bent's_Old_Fort_NHS_(BEOL),2013,07,3520,2013_07
2186,Bering_Land_Bridge_NPRES_(BELA),2016,07,438,2016_07
2187,Bering_Land_Bridge_NPRES_(BELA),2015,07,438,2015_07
2188,Bering_Land_Bridge_NPRES_(BELA),2014,07,438,2014_07
2189,Bering_Land_Bridge_NPRES_(BELA),2013,07,438,2013_07
2190,Big_Bend_NP_(BIBE),2016,07,16165,2016_07
2191,Big_Bend_NP_(BIBE),2015,07,22887,2015_07
2192,Big_Bend_NP_(BIBE),2014,07,14359,2014_07
2193,Big_Bend_NP_(BIBE),2013,07,13801,2013_07
2194,Big_Cypress_NPRES_(BICY),2016,07,58699,2016_07
2195,Big_Cypress_NPRES_(BICY),2015,07,78688,2015_07
2196,Big_Cypress_NPRES_(BICY),2014,07,67652,2014_07
2197,Big_Cypress_NPRES_(BICY),2013,07,63556,2013_07
2198,Big_Hole_NB_(BIHO),2016,07,9278,2016_07
2199,Big_Hole_NB_(BIHO),2015,07,9057,2015_07
2200,Big_Hole_NB_(BIHO),2014,07,6660,2014_07
2201,Big_Hole_NB_(BIHO),2013,07,10577,2013_07
2202,Big_South_Fork_NRRA_(BISO),2016,07,54577,2016_07
2203,Big_South_Fork_NRRA_(BISO),2015,07,59316,2015_07
2204,Big_South_Fork_NRRA_(BISO),2014,07,76270,2014_07
2205,Big_South_Fork_NRRA_(BISO),2013,07,62678,2013_07
2206,Big_Thicket_NPRES_(BITH),2016,07,16170,2016_07
2207,Big_Thicket_NPRES_(BITH),2015,07,17151,2015_07
2208,Big_Thicket_NPRES_(BITH),2014,07,13059,2014_07
2209,Big_Thicket_NPRES_(BITH),2013,07,14386,2013_07
2210,Bighorn_Canyon_NRA,2016,07,35359,2016_07
2211,Bighorn_Canyon_NRA,2015,07,48268,2015_07
2212,Bighorn_Canyon_NRA,2014,07,54868,2014_07
2213,Bighorn_Canyon_NRA,2013,07,42233,2013_07
2214,Biscayne_NP,2016,07,70830,2016_07
2215,Biscayne_NP,2015,07,59061,2015_07
2216,Biscayne_NP,2014,07,60348,2014_07
2217,Biscayne_NP,2013,07,48572,2013_07
2218,Black_Canyon_of_the_Gunnison_NP,2016,07,47029,2016_07
2219,Black_Canyon_of_the_Gunnison_NP,2015,07,45328,2015_07
2220,Black_Canyon_of_the_Gunnison_NP,2014,07,42253,2014_07
2221,Black_Canyon_of_the_Gunnison_NP,2013,07,37010,2013_07
2222,Blue_Ridge_PKWY,2016,07,1723742,2016_07
2223,Blue_Ridge_PKWY,2015,07,1759692,2015_07
2224,Blue_Ridge_PKWY,2014,07,1614833,2014_07
2225,Blue_Ridge_PKWY,2013,07,1481644,2013_07
2226,Bluestone_NSR,2016,07,8016,2016_07
2227,Bluestone_NSR,2015,07,8689,2015_07
2228,Bluestone_NSR,2014,07,9735,2014_07
2229,Bluestone_NSR,2013,07,9065,2013_07
2230,Booker_T._Washington_NM,2016,07,2872,2016_07
2231,Booker_T._Washington_NM,2015,07,3491,2015_07
2232,Booker_T._Washington_NM,2014,07,3778,2014_07
2233,Booker_T._Washington_NM,2013,07,3019,2013_07
2234,Boston_African_American_NHS,2016,07,96145,2016_07
2235,Boston_African_American_NHS,2015,07,95672,2015_07
2236,Boston_African_American_NHS,2014,07,94825,2014_07
2237,Boston_African_American_NHS,2013,07,93120,2013_07
2238,Boston_NHP,2016,07,443405,2016_07
2239,Boston_NHP,2015,07,373479,2015_07
2240,Boston_NHP,2014,07,383681,2014_07
2241,Boston_NHP,2013,07,351602,2013_07
2242,Brown_v._Board_of_Education_NHS,2016,07,2735,2016_07
2243,Brown_v._Board_of_Education_NHS,2015,07,3180,2015_07
2244,Brown_v._Board_of_Education_NHS,2014,07,2865,2014_07
2245,Brown_v._Board_of_Education_NHS,2013,07,2639,2013_07
2246,Bryce_Canyon_NP,2016,07,384390,2016_07
2247,Bryce_Canyon_NP,2015,07,265809,2015_07
2248,Bryce_Canyon_NP,2014,07,219744,2014_07
2249,Bryce_Canyon_NP,2013,07,226736,2013_07
2250,Buck_Island_Reef_NM,2016,07,3471,2016_07
2251,Buck_Island_Reef_NM,2015,07,4136,2015_07
2252,Buck_Island_Reef_NM,2014,07,3690,2014_07
2253,Buck_Island_Reef_NM,2013,07,2690,2013_07
2254,Buffalo_NR,2016,07,240085,2016_07
2255,Buffalo_NR,2015,07,250813,2015_07
2256,Buffalo_NR,2014,07,267901,2014_07
2257,Buffalo_NR,2013,07,176886,2013_07
2258,Cabrillo_NM,2016,07,107088,2016_07
2259,Cabrillo_NM,2015,07,104496,2015_07
2260,Cabrillo_NM,2014,07,98672,2014_07
2261,Cabrillo_NM,2013,07,102375,2013_07
2262,Canaveral_NS,2016,07,216437,2016_07
2263,Canaveral_NS,2015,07,163169,2015_07
2264,Canaveral_NS,2014,07,153317,2014_07
2265,Canaveral_NS,2013,07,135701,2013_07
2266,Cane_River_Creole_NHP,2016,07,2479,2016_07
2267,Cane_River_Creole_NHP,2015,07,4023,2015_07
2268,Cane_River_Creole_NHP,2014,07,2553,2014_07
2269,Cane_River_Creole_NHP,2013,07,2415,2013_07
2270,Canyon_de_Chelly_NM,2016,07,50010,2016_07
2271,Canyon_de_Chelly_NM,2015,07,94777,2015_07
2272,Canyon_de_Chelly_NM,2014,07,94727,2014_07
2273,Canyon_de_Chelly_NM,2013,07,94668,2013_07
2274,Canyonlands_NP,2016,07,77543,2016_07
2275,Canyonlands_NP,2015,07,69008,2015_07
2276,Canyonlands_NP,2014,07,56662,2014_07
2277,Canyonlands_NP,2013,07,69681,2013_07
2278,Cape_Cod_NS,2016,07,858171,2016_07
2279,Cape_Cod_NS,2015,07,895417,2015_07
2280,Cape_Cod_NS,2014,07,837591,2014_07
2281,Cape_Cod_NS,2013,07,827458,2013_07
2282,Cape_Hatteras_NS,2016,07,424324,2016_07
2283,Cape_Hatteras_NS,2015,07,388146,2015_07
2284,Cape_Hatteras_NS,2014,07,331056,2014_07
2285,Cape_Hatteras_NS,2013,07,393710,2013_07
2286,Cape_Lookout_NS,2016,07,83306,2016_07
2287,Cape_Lookout_NS,2015,07,71241,2015_07
2288,Cape_Lookout_NS,2014,07,66476,2014_07
2289,Cape_Lookout_NS,2013,07,61505,2013_07
2290,Capitol_Reef_NP,2016,07,125552,2016_07
2291,Capitol_Reef_NP,2015,07,129060,2015_07
2292,Capitol_Reef_NP,2014,07,90103,2014_07
2293,Capitol_Reef_NP,2013,07,87889,2013_07
2295,Capulin_Volcano_NM,2015,07,13029,2015_07
2296,Capulin_Volcano_NM,2014,07,12017,2014_07
2297,Capulin_Volcano_NM,2013,07,12588,2013_07
2298,Carl_Sandburg_Home_NHS,2016,07,6508,2016_07
2299,Carl_Sandburg_Home_NHS,2015,07,7316,2015_07
2300,Carl_Sandburg_Home_NHS,2014,07,8696,2014_07
2301,Carl_Sandburg_Home_NHS,2013,07,7702,2013_07
2302,Carlsbad_Caverns_NP,2016,07,89963,2016_07
2303,Carlsbad_Caverns_NP,2015,07,82452,2015_07
2304,Carlsbad_Caverns_NP,2014,07,65899,2014_07
2305,Carlsbad_Caverns_NP,2013,07,67267,2013_07
2306,Casa_Grande_Ruins_NM,2016,07,2694,2016_07
2307,Casa_Grande_Ruins_NM,2015,07,2756,2015_07
2308,Casa_Grande_Ruins_NM,2014,07,2358,2014_07
2309,Casa_Grande_Ruins_NM,2013,07,1994,2013_07
2310,Castillo_de_San_Marcos_NM,2016,07,88024,2016_07
2311,Castillo_de_San_Marcos_NM,2015,07,78999,2015_07
2312,Castillo_de_San_Marcos_NM,2014,07,77198,2014_07
2313,Castillo_de_San_Marcos_NM,2013,07,80342,2013_07
2314,Castle_Clinton_NM,2016,07,642442,2016_07
2315,Castle_Clinton_NM,2015,07,626495,2015_07
2316,Castle_Clinton_NM,2014,07,635236,2014_07
2317,Castle_Clinton_NM,2013,07,463710,2013_07
2318,Catoctin_Mountain_Park,2016,07,24085,2016_07
2319,Catoctin_Mountain_Park,2015,07,20340,2015_07
2320,Catoctin_Mountain_Park,2014,07,18279,2014_07
2321,Catoctin_Mountain_Park,2013,07,24456,2013_07
2322,Cedar_Breaks_NM,2016,07,211439,2016_07
2323,Cedar_Breaks_NM,2015,07,167040,2015_07
2324,Cedar_Breaks_NM,2014,07,156736,2014_07
2325,Cedar_Breaks_NM,2013,07,99069,2013_07
2326,Cesar_E._Chavez_NM,2016,07,1316,2016_07
2327,Cesar_E._Chavez_NM,2015,07,989,2015_07
2328,Cesar_E._Chavez_NM,2014,07,354,2014_07
2329,Cesar_E._Chavez_NM,2013,07,820,2013_07
2330,Chaco_Culture_NHP,2016,07,5674,2016_07
2331,Chaco_Culture_NHP,2015,07,3389,2015_07
2332,Chaco_Culture_NHP,2014,07,2329,2014_07
2333,Chaco_Culture_NHP,2013,07,4088,2013_07
2334,Chamizal_NMEM,2016,07,55239,2016_07
2335,Chamizal_NMEM,2015,07,37445,2015_07
2336,Chamizal_NMEM,2014,07,19615,2014_07
2337,Chamizal_NMEM,2013,07,27225,2013_07
2338,Channel_Islands_NP,2016,07,49119,2016_07
2339,Channel_Islands_NP,2015,07,46749,2015_07
2340,Channel_Islands_NP,2014,07,50470,2014_07
2341,Channel_Islands_NP,2013,07,27997,2013_07
2342,Charles_Pinckney_NHS,2016,07,5397,2016_07
2343,Charles_Pinckney_NHS,2015,07,4417,2015_07
2344,Charles_Pinckney_NHS,2014,07,4946,2014_07
2345,Charles_Pinckney_NHS,2013,07,5022,2013_07
2346,Chattahoochee_River_NRA,2016,07,344845,2016_07
2347,Chattahoochee_River_NRA,2015,07,375494,2015_07
2348,Chattahoochee_River_NRA,2014,07,317615,2014_07
2349,Chattahoochee_River_NRA,2013,07,317566,2013_07
2350,Chesapeake_&_Ohio_Canal_NHP,2016,07,491132,2016_07
2351,Chesapeake_&_Ohio_Canal_NHP,2015,07,533292,2015_07
2352,Chesapeake_&_Ohio_Canal_NHP,2014,07,559463,2014_07
2353,Chesapeake_&_Ohio_Canal_NHP,2013,07,555065,2013_07
2354,Chickamauga_&_Chattanooga_NMP,2016,07,106241,2016_07
2355,Chickamauga_&_Chattanooga_NMP,2015,07,93825,2015_07
2356,Chickamauga_&_Chattanooga_NMP,2014,07,102335,2014_07
2357,Chickamauga_&_Chattanooga_NMP,2013,07,91602,2013_07
2358,Chickasaw_NRA,2016,07,318628,2016_07
2359,Chickasaw_NRA,2015,07,142399,2015_07
2360,Chickasaw_NRA,2014,07,170265,2014_07
2361,Chickasaw_NRA,2013,07,157086,2013_07
2362,Chiricahua_NM,2016,07,2696,2016_07
2363,Chiricahua_NM,2015,07,2726,2015_07
2364,Chiricahua_NM,2014,07,2506,2014_07
2365,Chiricahua_NM,2013,07,1822,2013_07
2366,Christiansted_NHS,2016,07,9498,2016_07
2367,Christiansted_NHS,2015,07,10396,2015_07
2368,Christiansted_NHS,2014,07,9604,2014_07
2369,Christiansted_NHS,2013,07,9861,2013_07
2370,City_of_Rocks_NRES,2016,07,14125,2016_07
2371,City_of_Rocks_NRES,2015,07,15442,2015_07
2372,City_of_Rocks_NRES,2014,07,10780,2014_07
2373,City_of_Rocks_NRES,2013,07,9523,2013_07
2374,Clara_Barton_NHS,2016,07,0,2016_07
2375,Clara_Barton_NHS,2015,07,482,2015_07
2376,Clara_Barton_NHS,2014,07,2517,2014_07
2377,Clara_Barton_NHS,2013,07,2530,2013_07
2378,Colonial_NHP,2016,07,397021,2016_07
2379,Colonial_NHP,2015,07,396495,2015_07
2380,Colonial_NHP,2014,07,396495,2014_07
2381,Colonial_NHP,2013,07,365886,2013_07
2382,Colorado_NM,2016,07,46928,2016_07
2383,Colorado_NM,2015,07,86937,2015_07
2384,Colorado_NM,2014,07,44556,2014_07
2385,Colorado_NM,2013,07,48628,2013_07
2386,Congaree_NP,2016,07,8229,2016_07
2387,Congaree_NP,2015,07,8640,2015_07
2388,Congaree_NP,2014,07,7909,2014_07
2389,Congaree_NP,2013,07,11859,2013_07
2390,Congaree_NP,2012,07,8362,2012_07
2391,Coronado_NMEM,2016,07,10411,2016_07
2392,Coronado_NMEM,2015,07,6412,2015_07
2393,Coronado_NMEM,2014,07,10486,2014_07
2394,Coronado_NMEM,2013,07,3900,2013_07
2395,Cowpens_NB,2016,07,21993,2016_07
2396,Cowpens_NB,2015,07,21420,2015_07
2397,Cowpens_NB,2014,07,23032,2014_07
2398,Cowpens_NB,2013,07,22058,2013_07
2399,Crater_Lake_NP,2016,07,190231,2016_07
2400,Crater_Lake_NP,2015,07,147623,2015_07
2401,Crater_Lake_NP,2014,07,121701,2014_07
2402,Crater_Lake_NP,2013,07,118819,2013_07
2403,Craters_of_the_Moon_NM,2016,07,49945,2016_07
2404,Craters_of_the_Moon_NM,2015,07,49410,2015_07
2405,Craters_of_the_Moon_NM,2014,07,40790,2014_07
2406,Craters_of_the_Moon_NM,2013,07,43503,2013_07
2407,Cumberland_Gap_NHP,2016,07,91318,2016_07
2408,Cumberland_Gap_NHP,2015,07,93037,2015_07
2409,Cumberland_Gap_NHP,2014,07,92098,2014_07
2410,Cumberland_Gap_NHP,2013,07,91510,2013_07
2411,Curecanti_NRA,2016,07,199496,2016_07
2412,Curecanti_NRA,2015,07,181545,2015_07
2413,Curecanti_NRA,2014,07,207226,2014_07
2414,Curecanti_NRA,2013,07,177148,2013_07
2416,Cuyahoga_Valley_NP,2015,07,319145,2015_07
2417,Cuyahoga_Valley_NP,2014,07,286307,2014_07
2418,Cuyahoga_Valley_NP,2013,07,289470,2013_07
2420,Dayton_Aviation_Heritage_NHP,2015,07,9889,2015_07
2421,Dayton_Aviation_Heritage_NHP,2014,07,7637,2014_07
2422,Dayton_Aviation_Heritage_NHP,2013,07,7734,2013_07
2423,De_Soto_NMEM,2016,07,16768,2016_07
2424,De_Soto_NMEM,2015,07,22335,2015_07
